;Branch;Tenure;Salary;Department;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood
637;San Francisco;8,0000;66500;Research and Development;3;4;Short;Married;High School;4;63,0000;Yes;5;2;3;Moderately Likely to Churn
638;Miami;8,0000;55000;Human Resources;1;4;Medium;Single;High School;3;63,0000;Yes;3,5;1;3;Highly Likely to Churn'
639;Scranton;6,0000;55000;Procurement;1;4;Long;Married;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
640;Dallas;7,0000;67000;Marketing;4;4;Medium;Married;Bachelor;4;30,0000;Yes;5;0;3;Moderately Likely to Churn
641;Miami;5,0000;55500;Administration;5;4;Medium;Married;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
642;Denver;9,0000;69500;Product Management;3;4;Medium;Single;Bachelor;3;30,0000;Yes;3;3;1;Highly Likely to Churn'
643;Chicago;10,0000;64000;Human Resources;3;4;Short;Divorced;Bachelor;3;34,6456;Yes;4;0;3;Moderately Likely to Churn
644;Dallas;9,0000;60000;Quality Assurance;4;4;Medium;Divorced;High School;3;56,0000;Yes;3;0;2;Highly Likely to Churn'
645;Scranton;4,0000;58000;Product Management;3;4;Long;Married;Bachelor;4;11,6469;Yes;4;0;2;Highly Likely to Churn'
646;Scranton;14,0000;67000;Customer Service;4;4;Long;Married;Master;3;12,0000;Yes;4;3;3;Moderately Likely to Churn
647;Philadelphia;1,0000;55500;Customer Service;3;4;Medium;Single;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
648;Scranton;8,0000;57500;Accounting;2;4;Long;Married;High School;4;63,0000;Yes;3,5;2;3;Moderately Likely to Churn
649;Boston;6,0000;57500;Customer Service;3;4;Long;Married;High School;4;63,0000;Yes;3;0;3;Moderately Likely to Churn
650;Los Angeles;6,0000;61000;Administration;3;3;Medium;Single;Bachelor;3;18,0000;Yes;4;0;3;Moderately Likely to Churn
651;Los Angeles;9,0000;67500;Research and Development;4;4;Short;Married;High School;4;63,0000;Yes;3;3;3;Moderately Likely to Churn
652;Chicago;4,0000;64500;Customer Service;3;4;Long;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
653;Scranton;2,0000;47000;Research and Development;4;4;Short;Single;High School;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
654;New York;5,0000;66000;Human Resources;4;4;Short;Divorced;Bachelor;3;24,0000;Yes;2;0;2;Highly Likely to Churn'
655;Boston;3,0000;59500;Customer Service;4;4;Medium;Divorced;High School;3;48,0000;Yes;3;0;3;Moderately Likely to Churn
656;Los Angeles;14,0000;82500;Customer Service;3;4;Medium;Single;Master;3;24,0000;Yes;3;1;2;Highly Likely to Churn'
657;San Francisco;2,0000;63500;Marketing;4;4;Long;Married;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
658;Dallas;5,0000;63000;Accounting;4;4;Medium;Married;Bachelor;3;12,0000;Yes;4;0;2;Highly Likely to Churn'
659;Philadelphia;9,0000;66500;Product Management;4;4;Short;Single;High School;3;63,0000;Yes;3;0;3;Moderately Likely to Churn
660;Seattle;4,0000;60000;Customer Service;3;4;Medium;Married;Bachelor;3;24,0000;Yes;4;0;3;Moderately Likely to Churn
661;Los Angeles;2,0000;74500;IT Support;4;4;Long;Married;Master;3;30,0000;Yes;4;0;2;Highly Likely to Churn'
662;Scranton;4,0000;53500;Human Resources;3;4;Medium;Married;Bachelor;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
663;Philadelphia;10,0000;71500;Sales;3;3;Long;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
664;New York;7,0000;62500;Customer Service;2;4;Medium;Married;High School;4;48,0000;Yes;5;0;3;Moderately Likely to Churn
665;Miami;7,0000;56500;IT Support;3;4;Medium;Single;Bachelor;4;36,0000;Yes;5;1;3;Highly Likely to Churn'
666;New York;6,0000;74000;Product Management;3;4;Short;Married;High School;3;63,0000;Yes;4;0;2;Highly Likely to Churn'
667;Philadelphia;5,0000;76000;Legal;4;2;Medium;Single;Bachelor;3;30,0000;Yes;4;0;3;Moderately Likely to Churn
668;Scranton;7,0000;54500;Customer Service;5;4;Short;Single;Bachelor;4;30,0000;Yes;4;1;3;Moderately Likely to Churn
669;Seattle;4,0000;60000;Accounting;3;4;Medium;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
670;Los Angeles;6,0000;65000;Administration;3;4;Short;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
671;Philadelphia;3,0000;75500;Public Relations;5;4;Long;Divorced;Bachelor;4;34,6456;Yes;3,5;0;2;Highly Likely to Churn'
672;Philadelphia;5,0000;68000;Legal;3;4;Long;Married;Master;3;30,0000;Yes;3;0;3;Moderately Likely to Churn
673;Seattle;6,0000;59000;Customer Service;4;4;Medium;Married;High School;3;32,5079;Yes;4;0;2;Highly Likely to Churn'
674;Scranton;11,0000;70500;Sales;2;3;Medium;Single;Bachelor;3;30,3579;Yes;5;3;3;Moderately Likely to Churn
675;Atlanta;15,0000;73000;Legal;3;4;Long;Single;Bachelor;3;34,6456;Yes;3;5;3;Highly Likely to Churn'
676;San Francisco;3,0000;78000;Research and Development;5;4;Medium;Married;Master;4;34,6456;Yes;3;0;2;Highly Likely to Churn'
677;Seattle;5,0000;62500;Sales;1;4;Long;Married;High School;4;40,0000;Yes;3;0;2;Highly Likely to Churn'
678;Denver;10,0000;63000;Accounting;3;4;Long;Single;High School;3;63,0000;Yes;3;2;3;Highly Likely to Churn'
679;New York;5,0000;78000;Research and Development;5;3;Long;Married;Bachelor;3;24,0000;Yes;3;0;2;Highly Likely to Churn'
680;Los Angeles;2,0000;66000;Marketing;3;4;Medium;Married;Bachelor;4;34,6456;Yes;3;0;3;Moderately Likely to Churn
681;Scranton;6,0000;54000;Customer Service;3;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Moderately Likely to Churn
682;New York;2,0000;68000;Customer Service;4;4;Short;Divorced;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
683;Scranton;8,0000;72500;Marketing;2;4;Medium;Single;Bachelor;3;18,0000;Yes;4;2;3;Moderately Likely to Churn
684;Miami;17,5000;79500;Research and Development;3;4;Long;Single;Bachelor;3;18,0000;Yes;2;5;2;Highly Likely to Churn'
685;Chicago;7,0000;62000;Legal;5;3;Long;Divorced;High School;3;63,0000;Yes;4;0;3;Moderately Likely to Churn
686;Dallas;9,0000;63500;Operations;3;4;Short;Single;Bachelor;4;30,3187;Yes;3;3;4;Moderately Likely to Churn
687;Boston;3,0000;74500;Marketing;4;4;Medium;Divorced;Bachelor;3;18,0000;Yes;3,5;0;3;Moderately Likely to Churn
688;Los Angeles;4,0000;53000;Administration;3;4;Short;Single;High School;4;40,0000;Yes;5;0;4;Moderately Likely to Churn
689;New York;11,0000;71500;Customer Service;3;4;Medium;Single;High School;4;34,6456;Yes;4;5;3;Moderately Likely to Churn
690;New York;8,0000;69500;Human Resources;3;4;Medium;Single;Master;4;30,0000;Yes;4;1;2;Highly Likely to Churn'
691;Miami;7,0000;58000;Operations;5;4;Short;Married;Bachelor;4;30,0000;Yes;4;1;3;Highly Likely to Churn'
692;Los Angeles;3,0000;58000;Quality Assurance;2;3;Medium;Single;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
693;Philadelphia;10,0000;60500;Customer Service;4;4;Long;Married;Bachelor;4;36,0000;Yes;3;1;2;Highly Likely to Churn'
694;Los Angeles;5,0000;79500;Public Relations;3;4;Long;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
695;Los Angeles;10,0000;80000;Sales;4;4;Medium;Divorced;Bachelor;4;24,0000;Yes;5;4;3;Moderately Likely to Churn
696;Boston;7,0000;71500;Sales;4;4;Short;Married;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
697;New York;9,0000;68500;Accounting;3;4;Short;Single;High School;3;63,0000;Yes;4;3;2;Highly Likely to Churn'
698;Dallas;9,0000;58500;Marketing;5;4;Long;Married;Bachelor;4;18,0000;Yes;5;3;3;Moderately Likely to Churn
699;Los Angeles;4,0000;53500;Human Resources;2;4;Medium;Divorced;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
700;New York;7,0000;67000;Human Resources;5;5;Short;Married;High School;4;32,0000;Yes;4;1;2;Highly Likely to Churn'
701;Boston;3,0000;63000;Sales;1;4;Long;Single;High School;3;40,0000;Yes;5;0;3;Moderately Likely to Churn
702;Chicago;5,0000;71000;Public Relations;3;4;Short;Married;High School;4;63,0000;Yes;3;0;2;Highly Likely to Churn'
703;New York;7,6121;65000;Product Management;2;4;Medium;Single;High School;3;63,0000;Yes;4;0;3;Moderately Likely to Churn
704;Los Angeles;5,0000;60000;Customer Service;5;4;Medium;Married;Bachelor;3;18,0000;Yes;2;0;1;Highly Likely to Churn'
705;Chicago;4,0000;70000;Accounting;3;4;Short;Single;Bachelor;3;24,0000;Yes;3,5;0;2;Highly Likely to Churn'
706;Scranton;1,0000;53500;IT Support;2;4;Short;Divorced;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
707;Chicago;10,0000;54500;Quality Assurance;3;3;Short;Married;High School;3;63,0000;Yes;4;3;3;Moderately Likely to Churn
708;Denver;3,0000;58000;Accounting;3;4;Medium;Divorced;Bachelor;4;30,0000;Yes;3;0;2;Highly Likely to Churn'
709;Boston;4,0000;78000;Sales;4;4;Medium;Married;Master;3;29,4361;Yes;4;0;3;Moderately Likely to Churn
710;Denver;8,0000;57500;Human Resources;5;4;Medium;Married;High School;4;40,0000;Yes;2;0;2;Highly Likely to Churn'
711;San Francisco;10,0000;80000;Procurement;4;4;Long;Divorced;Bachelor;4;6,0000;Yes;3;2;2;Highly Likely to Churn'
712;Los Angeles;6,0000;70500;Facilities Management;3;4;Medium;Married;High School;4;63,0000;Yes;4;0;2;Highly Likely to Churn'
713;Chicago;14,0000;74500;IT Support;4;4;Short;Married;High School;3;63,0000;Yes;3;5;2;Highly Likely to Churn'
714;San Francisco;3,0000;68000;Product Management;1;4;Long;Divorced;High School;4;32,0000;Yes;4;0;3;Moderately Likely to Churn
715;Seattle;8,0000;54500;Product Management;1;4;Short;Divorced;High School;3;34,6456;Yes;4;2;3;Moderately Likely to Churn
716;Seattle;3,0000;52000;Human Resources;2;4;Short;Divorced;High School;3;56,1186;Yes;3;0;3;Highly Likely to Churn'
717;New York;4,0000;70500;Quality Assurance;5;4;Medium;Single;Bachelor;3;6,0000;Yes;4;0;2;Highly Likely to Churn'
718;Chicago;5,0000;62000;Procurement;4;4;Medium;Married;Bachelor;4;30,0000;Yes;3,5;0;2;Highly Likely to Churn'
719;Seattle;15,0000;71500;IT Support;3;4;Long;Married;High School;4;63,0000;Yes;3,5;5;2;Highly Likely to Churn'
720;Atlanta;2,0000;56000;Research and Development;5;4;Long;Single;Bachelor;4;18,0000;Yes;3;0;3;Highly Likely to Churn'
721;Scranton;6,0000;55000;Public Relations;3;4;Medium;Married;Bachelor;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
722;New York;7,0000;64000;Marketing;2;4;Medium;Single;Bachelor;4;24,0000;Yes;4;1;3;Moderately Likely to Churn
723;New York;8,0000;73000;IT Support;4;4;Medium;Married;Master;4;30,0000;Yes;4;0;2;Highly Likely to Churn'
724;Los Angeles;9,0000;75000;IT Support;3;4;Medium;Married;Bachelor;4;18,0000;Yes;3,5;1;3;Moderately Likely to Churn
725;Seattle;2,0000;66000;Operations;5;4;Short;Single;High School;3;32,0000;Yes;4;0;3;Moderately Likely to Churn
726;Boston;6,0000;53000;Quality Assurance;2;4;Long;Married;Bachelor;3;18,0000;Yes;4;0;3;Moderately Likely to Churn
727;Philadelphia;3,0000;62000;Human Resources;4;4;Medium;Single;Master;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
728;Chicago;16,0000;88500;Sales;5;4;Medium;Married;Bachelor;4;36,0000;Yes;3;5;2;Highly Likely to Churn'
729;Atlanta;7,0000;72500;Legal;4;4;Medium;Married;Bachelor;3;24,0000;Yes;4;1;4;Highly Likely to Churn'
730;Los Angeles;3,0000;58500;Accounting;5;4;Short;Divorced;High School;4;32,0000;Yes;4;0;3;Moderately Likely to Churn
731;Denver;4,0000;57000;Accounting;4;4;Short;Married;High School;4;48,0000;Yes;4;0;3;Highly Likely to Churn'
732;Scranton;3,0000;57000;Public Relations;5;5;Medium;Married;Bachelor;4;12,0000;Yes;4;0;4;Moderately Likely to Churn
733;Philadelphia;2,0000;65500;IT Support;2;4;Short;Married;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
734;Seattle;13,0000;75000;Accounting;2;4;Long;Single;Bachelor;3;24,0000;Yes;4;5;3;Moderately Likely to Churn
735;San Francisco;7,0000;73000;IT Support;3;4;Long;Single;Bachelor;3;12,0000;Yes;4;0;2;Highly Likely to Churn'
736;Philadelphia;4,0000;66500;Research and Development;4;4;Long;Divorced;Master;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
737;Boston;3,0000;68000;Marketing;3;4;Medium;Divorced;Bachelor;4;18,0359;Yes;4;0;3;Moderately Likely to Churn
738;Atlanta;7,0000;62500;Quality Assurance;3;4;Medium;Divorced;High School;4;40,0000;Yes;4;0;2;Highly Likely to Churn'
739;Boston;16,0000;76500;Customer Service;5;4;Short;Divorced;Bachelor;4;12,0000;Yes;3;1;3;Moderately Likely to Churn
740;Chicago;13,0000;76500;Procurement;4;4;Short;Divorced;Bachelor;4;34,6456;Yes;4;2;3;Moderately Likely to Churn
741;Atlanta;5,0000;61500;Accounting;2;4;Short;Single;Bachelor;3;31,0220;Yes;3;0;2;Highly Likely to Churn'
742;Chicago;1,0000;64500;Marketing;4;3;Long;Married;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
743;Chicago;12,0000;72500;Procurement;5;4;Medium;Divorced;Bachelor;4;24,0000;Yes;3,5;5;3;Moderately Likely to Churn
744;Seattle;6,0000;61500;Marketing;3;4;Medium;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
745;Miami;4,0000;76000;Sales;4;4;Medium;Married;Master;4;36,0000;Yes;3;0;2;Highly Likely to Churn'
746;Boston;6,0000;63500;Marketing;2;4;Long;Divorced;Bachelor;3;24,0000;Yes;4;0;3;Moderately Likely to Churn
747;Scranton;9,0000;72500;Research and Development;3;4;Medium;Married;High School;3;40,0000;Yes;3;1;2;Highly Likely to Churn'
748;Boston;17,0000;81500;Product Management;4;4;Short;Single;Bachelor;3;12,0000;Yes;3;5;2;Highly Likely to Churn'
749;Philadelphia;9,0000;79500;Marketing;4;3;Short;Married;Bachelor;4;12,0000;Yes;3;2;3;Moderately Likely to Churn
750;Atlanta;8,0000;65500;Sales;2;4;Long;Married;High School;4;63,0000;Yes;4;1;3;Highly Likely to Churn'
751;Scranton;12,0000;57000;Quality Assurance;4;4;Medium;Married;Bachelor;4;36,0000;Yes;2;3;2;Highly Likely to Churn'
752;New York;17,5000;77000;Sales;4;4;Long;Married;High School;4;32,0000;Yes;3;5;2;Highly Likely to Churn'
753;Scranton;8,0000;65000;Research and Development;4;4;Medium;Divorced;Bachelor;3;24,0000;Yes;3;1;3;Moderately Likely to Churn
754;Chicago;2,0000;56500;Marketing;4;4;Long;Married;Bachelor;4;6,0000;Yes;3;0;2;Highly Likely to Churn'
755;Los Angeles;5,0000;59500;Customer Service;3;3;Medium;Single;High School;3;56,0000;Yes;3;0;2;Highly Likely to Churn'
756;Scranton;17,5000;70500;Research and Development;5;5;Short;Married;High School;3;63,0000;Yes;3;5;3;Highly Likely to Churn'
757;Seattle;17,5000;85000;Sales;2;4;Long;Married;Bachelor;3;36,0000;Yes;2;0;2;Highly Likely to Churn'
758;Chicago;3,0000;72000;Customer Service;4;4;Short;Married;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
759;Scranton;3,0000;59500;Operations;5;3;Long;Divorced;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
760;Los Angeles;12,0000;88500;Sales;3;4;Short;Divorced;Master;3;36,0000;Yes;3;4;1;Highly Likely to Churn'
761;Philadelphia;13,0000;83500;Sales;3;4;Short;Divorced;Bachelor;3;36,0000;Yes;3;0;1;Highly Likely to Churn'
762;Philadelphia;8,0000;64000;Accounting;5;4;Medium;Single;High School;3;32,0000;Yes;3;0;2;Highly Likely to Churn'
763;Boston;8,0000;78500;Marketing;3;3;Short;Married;Bachelor;3;24,0000;Yes;4;2;2;Highly Likely to Churn'
764;Boston;3,0000;72500;Product Management;3;4;Long;Divorced;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
765;Chicago;9,0000;72000;Legal;3;4;Medium;Married;Bachelor;4;12,0000;Yes;3;1;2;Highly Likely to Churn'
766;Seattle;7,0000;69000;Sales;2;4;Long;Married;Bachelor;4;34,6456;Yes;4;1;3;Moderately Likely to Churn
767;Seattle;7,0000;50500;Human Resources;3;4;Long;Divorced;Bachelor;3;34,6456;Yes;4;1;3;Moderately Likely to Churn
768;New York;9,0000;72500;Legal;4;4;Short;Married;High School;4;48,0000;Yes;3;2;2;Highly Likely to Churn'
769;Boston;7,6121;87000;Sales;4;4;Medium;Married;Bachelor;4;24,0000;Yes;3;5;2;Highly Likely to Churn'
770;San Francisco;4,0000;71000;Research and Development;3;3;Medium;Single;Bachelor;3;29,9978;Yes;3;0;1;Highly Likely to Churn'
771;San Francisco;17,0000;74500;Quality Assurance;2;3;Short;Married;Master;3;34,6456;Yes;4;5;3;Moderately Likely to Churn
772;Dallas;17,5000;70500;Operations;3;4;Medium;Married;Bachelor;3;6,5243;Yes;3;5;4;Moderately Likely to Churn
773;Scranton;4,0000;57000;Sales;5;4;Long;Married;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
774;Seattle;8,0000;77500;Sales;4;4;Medium;Divorced;Bachelor;4;34,6456;Yes;4;0;2;Highly Likely to Churn'
775;New York;17,5000;85500;Customer Service;3;4;Medium;Married;Bachelor;3;30,0000;Yes;3;5;2;Highly Likely to Churn'
776;New York;16,0000;72000;Research and Development;3;4;Medium;Married;Bachelor;3;12,0000;Yes;3;4;2;Highly Likely to Churn'
777;Philadelphia;4,0000;54500;Legal;2;4;Short;Married;High School;4;56,0000;Yes;3,5;0;3;Moderately Likely to Churn
778;New York;9,0000;75000;Facilities Management;4;4;Short;Single;Master;3;36,0000;Yes;3;3;2;Highly Likely to Churn'
779;Los Angeles;13,0000;72000;Customer Service;3;4;Short;Divorced;Bachelor;3;34,6456;Yes;2;3;2;Highly Likely to Churn'
780;Boston;17,5000;77500;Marketing;1;3;Short;Married;Bachelor;3;34,6456;Yes;4;5;3;Moderately Likely to Churn
781;Los Angeles;5,0000;68000;Public Relations;4;4;Medium;Single;Bachelor;3;12,0000;Yes;5;0;4;Moderately Likely to Churn
782;Los Angeles;8,0000;83500;Operations;4;4;Short;Married;Bachelor;4;24,1152;Yes;3;1;3;Highly Likely to Churn'
783;Los Angeles;5,0000;67500;Procurement;4;4;Medium;Married;Bachelor;3;12,0000;Yes;3;0;1;Highly Likely to Churn'
784;Chicago;9,0000;76000;Procurement;2;4;Medium;Single;Bachelor;3;24,0000;Yes;4;2;2;Highly Likely to Churn'
785;Scranton;3,0000;46000;Customer Service;4;4;Medium;Married;Bachelor;3;18,0000;Yes;3;0;2;Highly Likely to Churn'
786;Philadelphia;12,0000;73000;Marketing;3;3;Medium;Divorced;Bachelor;3;30,0000;Yes;4;0;3;Moderately Likely to Churn
787;New York;1,0000;57000;Marketing;3;3;Medium;Single;High School;3;63,0000;Yes;2;0;2;Highly Likely to Churn'
788;New York;3,0000;62500;Customer Service;5;4;Medium;Married;Bachelor;4;18,0000;Yes;5;0;4;Moderately Likely to Churn
789;Boston;17,5000;85000;Public Relations;5;4;Medium;Married;Bachelor;3;12,0000;Yes;3;5;2;Highly Likely to Churn'
790;San Francisco;8,0000;63000;Customer Service;4;4;Short;Married;Bachelor;4;18,0000;Yes;3;0;3;Moderately Likely to Churn
791;Philadelphia;4,0000;61000;Facilities Management;4;3;Long;Single;High School;3;40,2484;Yes;3;0;2;Highly Likely to Churn'
792;Chicago;7,0000;66000;Legal;5;4;Long;Married;Bachelor;4;12,0000;Yes;3;0;2;Highly Likely to Churn'
793;Seattle;5,0000;62000;Procurement;3;4;Medium;Married;Bachelor;4;24,0000;Yes;3;0;2;Highly Likely to Churn'
794;Scranton;7,0000;63000;Product Management;3;4;Long;Single;Bachelor;4;18,0000;Yes;5;1;3;Moderately Likely to Churn
795;San Francisco;6,0000;78500;Customer Service;2;4;Short;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
796;Los Angeles;9,0000;57500;Quality Assurance;3;4;Medium;Married;High School;4;63,0000;Yes;3;3;3;Moderately Likely to Churn
797;Boston;14,0000;80000;IT Support;2;4;Short;Divorced;Master;3;34,6456;Yes;4;4;3;Moderately Likely to Churn
798;Seattle;13,0000;70500;Sales;4;4;Short;Married;High School;3;63,0000;Yes;2;5;1;Highly Likely to Churn'
799;Philadelphia;3,0000;58500;Procurement;3;4;Long;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
800;Chicago;17,5000;79000;Accounting;5;4;Medium;Single;Bachelor;3;18,0000;Yes;3;5;2;Highly Likely to Churn'
801;Miami;11,0000;69000;Procurement;3;4;Medium;Divorced;Bachelor;3;24,0000;Yes;5;3;4;Highly Likely to Churn'
802;Boston;8,0000;64500;Customer Service;4;4;Short;Divorced;Bachelor;4;36,0000;Yes;4;2;4;Moderately Likely to Churn
803;New York;17,5000;88000;Research and Development;5;4;Medium;Divorced;Bachelor;3;34,6456;Yes;3;5;2;Highly Likely to Churn'
804;New York;6,0000;71500;Operations;3;4;Long;Married;High School;4;34,6456;Yes;3;0;2;Highly Likely to Churn'
805;San Francisco;6,0000;67500;Quality Assurance;4;4;Short;Single;High School;4;63,0000;Yes;4;0;2;Highly Likely to Churn'
806;Los Angeles;10,0000;70500;Administration;3;4;Long;Divorced;Bachelor;3;34,6456;Yes;4;1;3;Moderately Likely to Churn
807;Miami;3,0000;65000;Accounting;2;4;Long;Divorced;Bachelor;4;30,0000;Yes;3,5;0;3;Highly Likely to Churn'
808;Boston;10,0000;80000;Public Relations;2;4;Short;Married;Master;3;34,6456;Yes;3,5;4;1;Highly Likely to Churn'
809;New York;3,0000;66500;Marketing;1;4;Medium;Married;Bachelor;4;30,0000;Yes;4;0;3;Moderately Likely to Churn
810;Scranton;11,0000;73000;Sales;2;4;Medium;Married;Bachelor;3;18,4140;Yes;4;5;2;Moderately Likely to Churn
811;Chicago;2,0000;57000;Customer Service;4;4;Medium;Married;Bachelor;3;30,0000;Yes;4;0;2;Highly Likely to Churn'
812;Los Angeles;4,0000;71500;Sales;2;3;Long;Divorced;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
813;Los Angeles;5,0000;64500;Operations;4;4;Short;Married;Bachelor;3;30,0000;Yes;3;0;2;Highly Likely to Churn'
814;San Francisco;10,0000;65000;Operations;3;3;Medium;Single;Bachelor;3;34,6456;Yes;4;4;3;Moderately Likely to Churn
815;Boston;10,0000;73500;Public Relations;4;4;Long;Single;Bachelor;3;12,0000;Yes;4;0;3;Moderately Likely to Churn
816;Los Angeles;7,0000;66000;Quality Assurance;2;4;Medium;Single;Bachelor;3;36,0000;Yes;3;1;3;Moderately Likely to Churn
817;Scranton;6,0000;60500;Research and Development;4;3;Short;Single;Master;4;34,6456;Yes;3;0;3;Moderately Likely to Churn
818;Chicago;14,0000;57500;Facilities Management;1;4;Long;Single;High School;3;24,0000;Yes;3;2;2;Highly Likely to Churn'
819;Atlanta;8,0000;67500;Operations;3;4;Long;Married;Bachelor;3;24,0000;Yes;4;1;2;Highly Likely to Churn'
820;Philadelphia;1,0000;68000;Quality Assurance;4;4;Medium;Married;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
821;Boston;2,0000;51500;Operations;2;3;Short;Single;Bachelor;3;24,0000;Yes;3;0;3;Highly Likely to Churn'
822;Dallas;7,0000;62000;Customer Service;5;4;Long;Married;High School;3;63,0000;Yes;4;0;2;Highly Likely to Churn'
823;Denver;6,0000;59000;Customer Service;5;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Highly Likely to Churn'
824;Atlanta;6,0000;60500;Public Relations;5;4;Long;Married;High School;4;32,0000;Yes;4;0;2;Highly Likely to Churn'
825;Los Angeles;5,0000;69500;Marketing;5;4;Long;Single;Bachelor;3;12,0000;Yes;3;0;1;Highly Likely to Churn'
826;New York;9,0000;75000;Sales;5;4;Short;Single;High School;4;24,0000;Yes;3;1;2;Highly Likely to Churn'
827;New York;5,0000;58000;Human Resources;1;4;Medium;Married;High School;4;63,0000;Yes;4;0;3;Moderately Likely to Churn
828;Boston;11,0000;73000;Legal;3;4;Long;Married;Bachelor;3;12,0000;Yes;3;2;2;Highly Likely to Churn'
829;Chicago;12,0000;79500;Sales;4;4;Medium;Single;Bachelor;3;30,0000;Yes;3;5;2;Highly Likely to Churn'
830;Chicago;8,0000;56000;Administration;3;4;Short;Married;High School;4;40,0000;Yes;5;2;3;Moderately Likely to Churn
831;Miami;4,0000;62000;Procurement;5;4;Medium;Married;Bachelor;3;30,0000;Yes;4;0;3;Highly Likely to Churn'
832;Los Angeles;11,0000;66.654,4980443;Marketing;2;4;Medium;Married;High School;3;32,0000;Yes;4;3;2;Highly Likely to Churn'
833;Miami;1,0000;49000;Research and Development;4;4;Long;Divorced;Bachelor;4;6,0000;Yes;4;0;3;Highly Likely to Churn'
834;Dallas;9,0000;58000;Operations;5;4;Medium;Married;Bachelor;4;6,0000;Yes;4;1;2;Highly Likely to Churn'
835;Los Angeles;9,0000;57000;Facilities Management;3;4;Medium;Married;High School;4;34,6456;Yes;3;2;1;Highly Likely to Churn'
836;Atlanta;8,0000;59000;Facilities Management;4;4;Long;Single;Bachelor;3;34,6456;Yes;3;1;3;Highly Likely to Churn'
837;Scranton;1,0000;53500;Accounting;4;4;Medium;Single;Bachelor;4;30,6627;Yes;4;0;3;Moderately Likely to Churn
838;Los Angeles;7,0000;72000;Customer Service;3;2;Medium;Single;Master;3;12,0000;Yes;4;1;3;Moderately Likely to Churn
839;Atlanta;6,0000;68000;Sales;3;4;Long;Married;Bachelor;4;36,0000;Yes;3;0;2;Highly Likely to Churn'
840;Boston;4,0000;59500;Procurement;5;4;Medium;Married;Bachelor;4;24,0000;Yes;4;0;3;Moderately Likely to Churn
841;New York;3,0000;68000;Research and Development;2;4;Short;Married;Bachelor;3;6,0000;Yes;3;0;2;Highly Likely to Churn'
842;Scranton;15,0000;66000;Legal;4;4;Medium;Married;Bachelor;3;23,8029;Yes;3;5;2;Highly Likely to Churn'
843;Denver;12,0000;73000;Research and Development;2;4;Short;Divorced;Bachelor;3;18,0000;Yes;3,5;3;2;Highly Likely to Churn'
844;New York;4,0000;64000;Operations;4;4;Long;Married;Bachelor;4;36,0000;Yes;3,5;0;3;Moderately Likely to Churn
845;New York;8,0000;67000;Accounting;4;4;Medium;Married;High School;4;34,6456;Yes;4;0;3;Moderately Likely to Churn
846;Dallas;6,0000;58000;Accounting;4;3;Medium;Divorced;High School;3;34,6456;Yes;4;0;3;Moderately Likely to Churn
847;Seattle;8,0000;66500;Marketing;4;4;Long;Divorced;Bachelor;3;12,0000;Yes;3;2;2;Highly Likely to Churn'
848;San Francisco;13,0000;73500;Research and Development;3;4;Short;Single;High School;3;48,0000;Yes;3;5;3;Highly Likely to Churn'
